+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                     ;
+-------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                 ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; u0|pid_controller_0|adder_32bit_0|operator_A_10                                                                                           ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|adder_32bit_0|operator_A_9                                                                                            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|adder_32bit_0|operator_A_8                                                                                            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|adder_32bit_0|operator_A_7                                                                                            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|adder_32bit_0|operator_A_6                                                                                            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|adder_32bit_0|operator_A_5                                                                                            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|adder_32bit_0|operator_A_4                                                                                            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|adder_32bit_0|operator_A_3                                                                                            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|adder_32bit_0|operator_A_2                                                                                            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|adder_32bit_0|operator_A_1                                                                                            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|adder_32bit_0|operator_A_0                                                                                            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|adder_32bit_0                                                                                                         ; 65    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_6_15                                                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_6_14                                                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_6_13                                                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_6_12                                                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_6_11                                                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_6_10                                                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_6_9                                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_6_8                                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_6_7                                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_6_6                                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_6_5                                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_6_4                                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_6_3                                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_6_2                                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_6_1                                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_6_0                                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_5_15                                                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_5_14                                                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_5_13                                                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_5_12                                                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_5_11                                                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_5_10                                                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_5_9                                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_5_8                                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_4_15                                                       ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_4_14                                                       ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_4_13                                                       ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_4_12                                                       ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_4_11                                                       ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_4_10                                                       ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_4_9                                                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_4_8                                                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_4_7                                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_4_6                                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_4_5                                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_4_4                                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_3_15                                                       ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_3_14                                                       ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_3_13                                                       ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_3_12                                                       ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_3_11                                                       ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_3_10                                                       ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_3_9                                                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_3_8                                                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_3_7                                                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_3_6                                                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_3_5                                                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_3_4                                                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_3_3                                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_3_2                                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_2_15                                                       ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_2_14                                                       ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_2_13                                                       ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_2_12                                                       ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_2_11                                                       ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_2_10                                                       ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_2_9                                                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_2_8                                                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_2_7                                                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_2_6                                                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_2_5                                                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_2_4                                                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_2_3                                                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_2_2                                                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_2_1                                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_1_15                                                       ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_1_14                                                       ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_1_13                                                       ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_1_12                                                       ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_1_11                                                       ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_1_10                                                       ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_1_9                                                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_1_8                                                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_1_7                                                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_1_6                                                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_1_5                                                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_1_4                                                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_1_3                                                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_1_2                                                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_B_stage_1_1                                                        ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_C_stage_1_0                                                        ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_A_31                                                               ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_A_30                                                               ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_A_29                                                               ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_A_28                                                               ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_A_27                                                               ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_A_26                                                               ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_A_25                                                               ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_A_24                                                               ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_A_23                                                               ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_A_22                                                               ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_A_21                                                               ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_A_20                                                               ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_A_19                                                               ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_A_18                                                               ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_A_17                                                               ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_A_16                                                               ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_A_15                                                               ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_A_14                                                               ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_A_13                                                               ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_A_12                                                               ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_A_11                                                               ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_A_10                                                               ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_A_9                                                                ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_A_8                                                                ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pid_controller_0|multiplier_16x16bit_pipelined|adder_32bit|operator_A_7                                                                ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
